page,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
344,Hallo,jung,W,Vättis,SG11,ENWC,344_Grussformeln (abends)_Hallo_jung_W_Vättis_SG11_ENWC.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
66,Pfütze,alt,W,Bülach,ZH02,NUHA,066_Pfütze_Pfütze_alt_W_Bülach_ZH02_NUHA.wav,Wortschatz,Haus und Garten,Pfütze,66
270,i(ch) bechum(e),jung,W,Aesch,BL01,FEMF,270_bekommen_i(ch) bechum(e)_jung_W_Aesch_BL01_FEMF.wav,Grammatik,Verb,bekommen,270
256,chum,alt,W,Basel,BS01,EJSR,256_ich komme_chum_alt_W_Basel_BS01_EJSR.wav,Grammatik,Verb,ich komme,256
44,Güggel,jung,M,Bülach,ZH02,BLTF,044_Hahn_Güggel_jung_M_Bülach_ZH02_BLTF.wav,Wortschatz,Tier,Hahn,44
30,nuid,jung,M,Engelberg,OW01,VRKE,030_nichts_nuid_jung_M_Engelberg_OW01_VRKE.wav,Wortschatz,Häufige Wörter,nichts,30
116,Schnu(u)ppe(r),alt,W,Aesch,BL01,BDUF,116_Schnupfen_Schnu(u)ppe(r)_alt_W_Aesch_BL01_BDUF.wav,Wortschatz,Mensch,Schnupfen,116
112,Huppi,jung,W,Sursee,LU04,ISEJ,112_Dutt_Huppi_jung_W_Sursee_LU04_ISEJ.wav,Wortschatz,Mensch,Dutt,112
286,Bärnerin,alt,W,Zofingen,AG11,ZCOU,286_Bernerin_Bärnerin_alt_W_Zofingen_AG11_ZCOU.wav,Grammatik,Substantiv,Bernerin,286
256,chume,alt,W,Sumiswald,BE22,BBCP,256_ich komme_chume_alt_W_Sumiswald_BE22_BBCP.wav,Grammatik,Verb,ich komme,256
84,Höipe(e)ri,jung,M,Muotathal,SZ03,NOMA,084_Heidelbeere_Höipe(e)ri_jung_M_Muotathal_SZ03_NOMA.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
238,ea,jung,M,Oberriet,SG07,RXJS,238_Zins_ea_jung_M_Oberriet_SG07_RXJS.wav,Lautung,Konsonanten,Zins,238
186,ei,alt,W,Huttwil,BE11,HWOL,186_Geiss_ei_alt_W_Huttwil_BE11_HWOL.wav,Lautung,Vokale,Geiss,186
224,folgen,jung,W,Frauenfeld,TG04,ZUYN,224_folgen_folgen_jung_W_Frauenfeld_TG04_ZUYN.wav,Lautung,Konsonanten,folgen,224
120,Busch(el)i,jung,M,Laufen,BL03,JGLJ,120_Baby_Busch(el)i_jung_M_Laufen_BL03_JGLJ.wav,Wortschatz,Mensch,Baby,120
334,es chunt gi rägne,alt,W,Diepoldsau,SG01,FNGR,334_Es kommt regnen_es chunt gi rägne_alt_W_Diepoldsau_SG01_FNGR.wav,Grammatik,Satzbau,Es kommt regnen,334
330,(won i es Chind) gsii bi(n),jung,M,Winterthur,ZH06,GMWW,330_gewesen bin_(won i es Chind) gsii bi(n)_jung_M_Winterthur_ZH06_GMWW.wav,Grammatik,Satzbau,gewesen bin,330
50,Ross,alt,M,Sumiswald,BE22,FXKN,050_Pferd_Ross_alt_M_Sumiswald_BE22_FXKN.wav,Wortschatz,Tier,Pferd,50
318,der,jung,M,Mels,SG06,ASHR,318_Pult_der_jung_M_Mels_SG06_ASHR.wav,Grammatik,Genuss,Pult,318
98,die-Butter,alt,W,Ebnat-Kappel,SG02,LTSZ,098_Butter_die-Butter_alt_W_Ebnat-Kappel_SG02_LTSZ.wav,Wortschatz,Essen und Trinken,Butter,98
116,Struuche,jung,M,Ebnat-Kappel,SG02,IPJN,116_Schnupfen_Struuche_jung_M_Ebnat-Kappel_SG02_IPJN.wav,Wortschatz,Mensch,Schnupfen,116
244,KIosk,alt,W,Burgdorf,BE07,MIDF,244_Kiosk_KIosk_alt_W_Burgdorf_BE07_MIDF.wav,Lautung,Prosodie,Kiosk,244
166,ei,alt,M,Mels,SG06,EJOM,166_Käse_ei_alt_M_Mels_SG06_EJOM.wav,,,,0
38,z,jung,M,Sumiswald,BE22,XYEK,038_in-zu_z_jung_M_Sumiswald_BE22_XYEK.wav,Wortschatz,Häufige Wörter,in/zu,38
100,Sugus,jung,F,Escholzmatt,LU01,GYBZ,100_Bonbon_Sugus_jung_F_Escholzmatt_LU01_GYBZ.wav,Wortschatz,Essen und Trinken,Bonbon,100
70,Zün,jung,M,Bosco-Gurin,TI01,SSQE,070_Zaun_Zün_jung_M_Bosco-Gurin_TI01_SSQE.wav,Wortschatz,Haus und Garten,Zaun,70
278,Betti,jung,M,Blatten,VS01,STGG,278_Bett Plural_Betti_jung_M_Blatten_VS01_STGG.wav,Grammatik,Substantiv,Bett Plural,278
154,i,jung,M,Wilchingen,SH02,YGIV,154_Schlitten_i_jung_M_Wilchingen_SH02_YGIV.wav,Lautung,Vokale,Schlitten,154
154,i,alt,W,Wilchingen,SH02,GRPJ,154_Schlitten_i_alt_W_Wilchingen_SH02_GRPJ.wav,Lautung,Vokale,Schlitten,154
82,Güürbsi,jung,M,Zofingen,AG11,GKBE,082_Apfelüberrest_Güürbsi_jung_M_Zofingen_AG11_GKBE.wav,,,,0
72,ri(i)te,jung,W,Laufen,BL03,EUEH,072_schaukeln_ri(i)te_jung_W_Laufen_BL03_EUEH.wav,Wortschatz,Haus und Garten,schaukeln,72
32,ötschis,jung,M,Grabs,SG05,UOAT,032_etwas_ötschis_jung_M_Grabs_SG05_UOAT.wav,Wortschatz,Häufige Wörter,etwas,32
286,Bärnera,alt,M,Grindelwald,BE10,ZQTC,286_Bernerin_Bärnera_alt_M_Grindelwald_BE10_ZQTC.wav,Grammatik,Substantiv,Bernerin,286
82,Üürbsi,alt,M,Gelterkinden,BL02,FSWB,082_Apfelüberrest_Üürbsi_alt_M_Gelterkinden_BL02_FSWB.wav,,,,0
158,ò,jung,W,Appenzell,AI01,TRDS,158_Küche_ò_jung_W_Appenzell_AI01_TRDS.wav,Lautung,Vokale,Küche,158
72,seil(i)plampe,alt,W,Lungern,OW02,BCUE,072_schaukeln_seil(i)plampe_alt_W_Lungern_OW02_BCUE.wav,Wortschatz,Haus und Garten,schaukeln,72
168,ìe,alt,M,Jaun,FR04,RSUK,168_Schnee_ìe_alt_M_Jaun_FR04_RSUK.wav,Lautung,Vokale,Schnee,168
82,Gige(r)tschi,alt,W,Oensingen,SO02,ABMX,082_Apfelüberrest_Gige(r)tschi_alt_W_Oensingen_SO02_ABMX.wav,,,,0
40,ga,alt,M,Avers,GR11,TUSZ,040_nach-auf_ga_alt_M_Avers_GR11_TUSZ.wav,Wortschatz,Häufige Wörter,nach/auf,40
286,Bärneri,jung,M,Bauma-Saland,ZH01,QKOW,286_Bernerin_Bärneri_jung_M_Bauma-Saland_ZH01_QKOW.wav,Grammatik,Substantiv,Bernerin,286
104,Chnörzli,jung,W,Bettlach,SO01,DSMR,104_Schoggistängeli_Chnörzli_jung_W_Bettlach_SO01_DSMR.wav,,,,0
256,chumä,jung,W,Hintere Linthal-Auen,GL01,MJKM,256_ich komme_chumä_jung_W_Hintere Linthal-Auen_GL01_MJKM.wav,Grammatik,Verb,ich komme,256
54,Beili,alt,W,Merenschwand,AG07,JSHF,054_Biene_Beili_alt_W_Merenschwand_AG07_JSHF.wav,Wortschatz,Tier,Biene,54
310,der,jung,W,Schänis,SG09,XIWJ,310_Migros_der_jung_W_Schänis_SG09_XIWJ.wav,Grammatik,Genuss,Migros,310
72,seil(i)plampe,jung,W,Lungern,OW02,QDGV,072_schaukeln_seil(i)plampe_jung_W_Lungern_OW02_QDGV.wav,Wortschatz,Haus und Garten,schaukeln,72
318,das,alt,F,Weggis,LU05,DIZP,318_Pult_das_alt_F_Weggis_LU05_DIZP.wav,Grammatik,Genuss,Pult,318
112,Chignon,alt,W,Ebnat-Kappel,SG02,LTSZ,112_Dutt_Chignon_alt_W_Ebnat-Kappel_SG02_LTSZ.wav,Wortschatz,Mensch,Dutt,112
54,Bei(j)i,alt,M,Blumenstein,BE05,WFQK,054_Biene_Bei(j)i_alt_M_Blumenstein_BE05_WFQK.wav,Wortschatz,Tier,Biene,54
100,Zuckerli,jung,M,St Niklaus,VS08,IMMC,100_Bonbon_Zuckerli_jung_M_St Niklaus_VS08_IMMC.wav,Wortschatz,Essen und Trinken,Bonbon,100
88,Ziibele,jung,M,Laufen,BL03,JGLJ,088_Zwiebel_Ziibele_jung_M_Laufen_BL03_JGLJ.wav,Wortschatz,Essen und Trinken,Zwiebel,88
54,Bieni,alt,W,Murten,FR05,HZBG,054_Biene_Bieni_alt_W_Murten_FR05_HZBG.wav,Wortschatz,Tier,Biene,54
186,ää,jung,M,Appenzell,AI01,VRST,186_Geiss_ää_jung_M_Appenzell_AI01_VRST.wav,Lautung,Vokale,Geiss,186
116,Schnuderi,jung,W,Blumenstein,BE05,RRAU,116_Schnupfen_Schnuderi_jung_W_Blumenstein_BE05_RRAU.wav,Wortschatz,Mensch,Schnupfen,116
284,Hundli,jung,M,Meiringen,BE17,NJTA,284_Hündchen_Hundli_jung_M_Meiringen_BE17_NJTA.wav,Grammatik,Substantiv,Hündchen,284
82,Giegi,jung,W,Laufen,BL03,EUEH,082_Apfelüberrest_Giegi_jung_W_Laufen_BL03_EUEH.wav,,,,0
54,Biin(d)li,jung,W,Escholzmatt,LU01,XPMD,054_Biene_Biin(d)li_jung_W_Escholzmatt_LU01_XPMD.wav,Wortschatz,Tier,Biene,54
76,Schublade,jung,W,Escholzmatt,LU01,GYBZ,076_Schublade_Schublade_jung_W_Escholzmatt_LU01_GYBZ.wav,Wortschatz,Haus und Garten,Schublade,76
246,MAschine,jung,W,Blumenstein,BE05,RRAU,246_Maschine_MAschine_jung_W_Blumenstein_BE05_RRAU.wav,Lautung,Prosodie,Maschine,246
354,'(Sehr-Bitte) gern',alt,M,Eschenbach,SG03,ZVYB,354_Dankeserwiderung_'(Sehr-Bitte) gern'_alt_M_Eschenbach_SG03_ZVYB.wav,Sprache im Alltag,Höflichkeit,Dankeserwiderung,354
72,ggeit(j)u,alt,W,Salgesch,VS06,LSIS,072_schaukeln_ggeit(j)u_alt_W_Salgesch_VS06_LSIS.wav,Wortschatz,Haus und Garten,schaukeln,72
116,Chnüsel,alt,W,Engelberg,OW01,JPQE,116_Schnupfen_Chnüsel_alt_W_Engelberg_OW01_JPQE.wav,Wortschatz,Mensch,Schnupfen,116
120,Mämmi,alt,W,St. Niklaus,VS08,CGIB,120_Baby_Mämmi_alt_W_St. Niklaus_VS08_CGIB.wav,Wortschatz,Mensch,Baby,120
338,Morge,jung,M,Bern,BE03,ZJFT,338_Grussformeln (morgens)_Morge_jung_M_Bern_BE03_ZJFT.wav,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
150,ea,alt,M,Oberriet,SG07,GGLE,150_Speck_ea_alt_M_Oberriet_SG07_GGLE.wav,Lautung,Vokale,Speck,150
268,proocht,jung,W,Flawil,SG04,BXDO,268_gebracht_proocht_jung_W_Flawil_SG04_BXDO.wav,Grammatik,Verb,gebracht,268
196,Brüetsch,jung,W,Konolfingen,BE13,WCPR,196_Bruder_Brüetsch_jung_W_Konolfingen_BE13_WCPR.wav,Lautung,Vokale,Bruder,196
238,ea,alt,M,Oberriet,SG07,GGLE,238_Zins_ea_alt_M_Oberriet_SG07_GGLE.wav,Lautung,Konsonanten,Zins,238
112,Tschubel,alt,M,Simplon-Dorf,VS07,IXXR,112_Dutt_Tschubel_alt_M_Simplon-Dorf_VS07_IXXR.wav,Wortschatz,Mensch,Dutt,112
316,die,jung,W,Murten,FR05,YQIB,316_Hochzeit_die_jung_W_Murten_FR05_YQIB.wav,Grammatik,Genuss,Hochzeit,316
84,Blaube(e)r(i),jung,W,Würenlingen,AG10,AHQN,084_Heidelbeere_Blaube(e)r(i)_jung_W_Würenlingen_AG10_AHQN.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
172,oo,alt,M,Zürich,ZH07,KPFH,172_Brot_oo_alt_M_Zürich_ZH07_KPFH.wav,Lautung,Vokale,Brot,172
72,plampe,jung,W,Unterschächen,UR03,FIBD,072_schaukeln_plampe_jung_W_Unterschächen_UR03_FIBD.wav,Wortschatz,Haus und Garten,schaukeln,72
234,nd,alt,W,Bremgarten-Widen-Zufikon,AG02,WRWX,234_Hund_nd_alt_W_Bremgarten-Widen-Zufikon_AG02_WRWX.wav,Lautung,Konsonanten,Hund,234
290,alti,alt,W,Bülach,ZH02,BNAJ,290_alte Männer_alti_alt_W_Bülach_ZH02_BNAJ.wav,Grammatik,Adjektiv,alte Männer,290
30,nuid,alt,M,Engelberg,OW01,VIVS,030_nichts_nuid_alt_M_Engelberg_OW01_VIVS.wav,Wortschatz,Häufige Wörter,nichts,30
170,ìi,jung,W,Engelberg,OW01,HLFM,170_Eis (Vokal)_ìi_jung_W_Engelberg_OW01_HLFM.wav,Lautung,Vokale,Eis (Vokal),170
172,òò,alt,W,Burgdorf,BE07,FTDY,172_Brot_òò_alt_W_Burgdorf_BE07_FTDY.wav,Lautung,Vokale,Brot,172
82,Gröibschi,jung,W,Aarberg,BE01,TPJS,082_Apfelüberrest_Gröibschi_jung_W_Aarberg_BE01_TPJS.wav,,,,0
82,Güürbsi,jung,M,Zofingen,AG11,VITE,082_Apfelüberrest_Güürbsi_jung_M_Zofingen_AG11_VITE.wav,,,,0
78,Kanabett,jung,M,Reckingen,VS04,XCEL,078_Sofa_Kanabett_jung_M_Reckingen_VS04_XCEL.wav,Wortschatz,Haus und Garten,Sofa,78
344,Guet Tag,alt,M,Einsiedeln,SZ01,KYSI,344_Grussformeln (abends)_Guet Tag_alt_M_Einsiedeln_SZ01_KYSI.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
100,Bombom,jung,M,Reckingen,VS04,KDRC,100_Bonbon_Bombom_jung_M_Reckingen_VS04_KDRC.wav,Wortschatz,Essen und Trinken,Bonbon,100
70,Zui,alt,M,Simplon-Dorf,VS07,IXXR,070_Zaun_Zui_alt_M_Simplon-Dorf_VS07_IXXR.wav,Wortschatz,Haus und Garten,Zaun,70
196,ie,alt,W,Stans-Oberdorf,NW01,ESTD,196_Bruder_ie_alt_W_Stans-Oberdorf_NW01_ESTD.wav,Lautung,Vokale,Bruder,196
354,'Kein Problem',alt,M,Wilchingen,SH02,TMQT,354_Dankeserwiderung_'Kein Problem'_alt_M_Wilchingen_SH02_TMQT.wav,Sprache im Alltag,Höflichkeit,Dankeserwiderung,354
152,è,alt,M,Burgdorf,BE07,SXMH,152_Bett_è_alt_M_Burgdorf_BE07_SXMH.wav,Lautung,Vokale,Bett,152
84,Häselbei(er),alt,W,Appenzell,AI01,XVBP,084_Heidelbeere_Häselbei(er)_alt_W_Appenzell_AI01_XVBP.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
44,Hane,alt,M,Ernen,VS02,OPGH,044_Hahn_Hane_alt_M_Ernen_VS02_OPGH.wav,Wortschatz,Tier,Hahn,44
182,üüu(u̯),jung,M,Saanen-Gstaad,BE20,FALC,182_neu_üüu(u̯)_jung_M_Saanen-Gstaad_BE20_FALC.wav,Lautung,Vokale,neu,182
232,nn,jung,W,Grabs,SG05,NWFD,232_finden_nn_jung_W_Grabs_SG05_NWFD.wav,Lautung,Konsonanten,finden,232
82,Gröitschi,alt,W,Düdingen,FR01,LOHZ,082_Apfelüberrest_Gröitschi_alt_W_Düdingen_FR01_LOHZ.wav,,,,0
228,ru,jung,W,Saas-Grund,VS05,ODPT,228_gern_ru_jung_W_Saas-Grund_VS05_ODPT.wav,Lautung,Konsonanten,gern,228
72,schaukle,alt,M,Davos-Frauenkirch,GR03,MGNO,072_schaukeln_schaukle_alt_M_Davos-Frauenkirch_GR03_MGNO.wav,Wortschatz,Haus und Garten,schaukeln,72
88,Zwi(i)b(e)le,jung,W,Engelberg,OW01,AGAO,088_Zwiebel_Zwi(i)b(e)le_jung_W_Engelberg_OW01_AGAO.wav,Wortschatz,Essen und Trinken,Zwiebel,88
202,Öpfel,alt,W,Brugg,AG03,LHHT,202_Apfel_Öpfel_alt_W_Brugg_AG03_LHHT.wav,Lautung,Vokale,Apfel,202
100,Guezli,jung,M,Marbach,LU03,CYGU,100_Bonbon_Guezli_jung_M_Marbach_LU03_CYGU.wav,Wortschatz,Essen und Trinken,Bonbon,100
212,ĉh,alt,W,Blatten,VS01,YELS,212_Kind_ĉh_alt_W_Blatten_VS01_YELS.wav,Lautung,Konsonanten,Kind,212
116,Schnuderi,alt,W,Frutigen,BE09,OUZE,116_Schnupfen_Schnuderi_alt_W_Frutigen_BE09_OUZE.wav,Wortschatz,Mensch,Schnupfen,116
334,es chunt gi rägne,jung,M,Oberriet,SG07,EWCC,334_Es kommt regnen_es chunt gi rägne_jung_M_Oberriet_SG07_EWCC.wav,Grammatik,Satzbau,Es kommt regnen,334
182,üü,jung,M,Einsiedeln,SZ01,OFCF,182_neu_üü_jung_M_Einsiedeln_SZ01_OFCF.wav,Lautung,Vokale,neu,182
338,Guet(e) Tag,jung,M,Churwalden,GR02,FYQI,338_Grussformeln (morgens)_Guet(e) Tag_jung_M_Churwalden_GR02_FYQI.wav,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
66,Gille,jung,M,Reckingen,VS04,KDRC,066_Pfütze_Gille_jung_M_Reckingen_VS04_KDRC.wav,Wortschatz,Haus und Garten,Pfütze,66
26,löög,alt,F,Meiringen,BE17,SHOU,026_schau_löög_alt_F_Meiringen_BE17_SHOU.wav,Wortschatz,Häufige Wörter,schau!,26
202,Öpfel,jung,M,Brugg,AG03,RHJX,202_Apfel_Öpfel_jung_M_Brugg_AG03_RHJX.wav,Lautung,Vokale,Apfel,202
92,Brägu,jung,W,Plaffeien,FR06,YDQV,092_Rösti_Brägu_jung_W_Plaffeien_FR06_YDQV.wav,Wortschatz,Essen und Trinken,Rösti,92
26,gschou,alt,M,Grindelwald,BE10,RVPF,026_schau_gschou_alt_M_Grindelwald_BE10_RVPF.wav,Wortschatz,Häufige Wörter,schau!,26
